Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
DDX18	307482572.169561	20146134.1622133
PAPSS2	752832.904150912	1120087823.26982
AVL9	12846511.2136186	176195845.020579
MIS18BP1	16295720.4807361	454861463.252445
ZNF609	18571928.8793436	250821952.705804
HKDC1	8092386.11364038	102901953.82861
IREB2	711000977.00639	105205897.705884
BMS1	15745084.2540728	27352765.5593434
ACOX1	13979280.8859681	220684496.820454
ACTR1A	2426716.64344371	207866090.604789
BNIP3	0	1509128.98253032
GTF3C4	10289267.5709422	388874147.66698
EIF2B4	3399338809.70264	276063772.704646
PANK3	34581441.6649017	147036336.157802
AJUBA	17205280.1343505	271653562.283181
XRCC6	69261481.9156694	51729430.6064758
CDC5L	32299693.4099319	12810386.4935875
NELFCD	33527240.3828869	303639259.745616
INTS2	115023974.620942	27171922.9547489
NOP56	88927841.2614635	46743781.2782745
MYBBP1A	104346568.478181	45673218.5315454
PRDX4	1560803.41891257	45511505.5546913
MICOS10	6875386.25656842	839878691.968572
LNPEP	33231290.4064437	219232955.970951
PES1	7734317.04350362	6823188.3705284
POLR2H	5156402.72483294	681433186.032203
RBPMS2	428642830.133237	0
RBM28	22052951.9987943	396217260.552594
WTAP	548825.440931394	261128296.773704
PPP3CB	0	5021883.21084219
CLIP1	1890562.98420201	161373192.685101
SLC25A13	31059608.3514104	29062271.7776448
PPFIA1	26103688.88694	352828916.378901
MAP3K20	379910559.78134	9025782.17198331
ENAH	113706800.529162	19444087.6811905
SPDL1	99558802.3483806	345152658.161532
KLHL4	3597976.86931532	11341305.2777904
ETV5	1806775516.85472	1409477.9504055
NIBAN2	193954728.769217	438399552.410818
PFKFB3	0	4308014.92125386
GBA1	1454044634.7569	33535752.0671631
MAGEA12	31518713.8482759	105923683.008466
PSMC6	37249867.7377723	729268699.656191
TLR3	22471168.630602	14285568.3786961
BTBD3	151702863.332493	159257318.166189
KLC1	5083550.96058488	81442058.8891348
RACGAP1	199786586.607993	31720465.6879411
NCOA7	10506903.221823	13428160.5630712
P3H1	375570355.947954	85277116.9639198
EWSR1	249307042.749403	247601664.659422
TRAPPC9	155395759.237303	98464784.8561003
HNRNPLL	43131182.3912743	307245215.090368
P4HA1	1641861.35405645	186570974.022754
HADHA	2131154129.34779	271063792.029629
NME2	34390606.5855499	281266380.390668
AFF4	722293328.934198	80288661.9459621
NRF1	184405611.890392	199063692.537602
SCAPER	23819124.0109014	110161577.905956
TMEM106C	22333126.5950487	47014136.8742159
RAPGEF6	86861205.500216	39762694.9222816
CCNE1	2857916.88526441	36797638.7893659
NCOA1	904907734.719611	33894879.9750666
KLHL15	167054905.440943	23002573.4312329
PGGT1B	13985564.9156371	535222887.656629
SNX1	639890355.256456	177936873.71619
PTPRG	54806656.0029179	1166960054.11375
CCNA2	102447875.620834	373119922.693926
EIF5	91729300.6875898	78443789.7270383
USP16	112387370.928993	255225750.874711
GIGYF2	27964551.2669815	73155584.4855857
ATP6V1F	22885437.7971499	10903172798.4904
NBR1	220147729.502151	311931983.42982
MROH1	12924643.8306174	43768339.9318189
HERC5	235924925.703628	3831134.06012446
SIPA1L2	518002412.430386	0
FAM83D	2544098438.11391	638524360.460825
TBC1D9	46522794.1884547	112456129.913903
DENND2B	275340864.480288	249822466.795026
FOXRED2	9852632.57604768	287389056.410733
PPP2R5D	97865958.2131183	9763124.62797538
KAT5	350725677.994736	8076360.44978489
DDIT4	2635801409.21721	256470677.773389
KLF10	201463237.198149	91727349.5602304
DHX37	147260284.012671	61823126.6873263
TRIM11	23882389.8249502	180441393.460592
MAGT1	8720196.76418213	32631499.3240827
RPL14	28794416.8340197	1172822806.96429
NELFE	7249826.47500956	803802597.72612
ENPP2	1933290342.99537	1462237.13568561
RUNDC1	39646622.3083696	8063809.07227778
PATJ	120382707.421233	1076804.41731644
TAGLN2	1832363347.81886	277267114.716941
KDM1B	16037109.6208431	21918647.6358471
RABGGTB	0	358394157.660295
PPP6R1	99011558.1887553	6518513.39558793
0	169228508.812438	212450124.800058
MORC2	182534230.981204	25823295.7557032
INCENP	29784542.9020219	39692914.3893727
ARMC8	9909595.21685916	220485348.224742
KBTBD2	403197333.344423	29707665.1504815
ALPK1	26034253.3860038	19083320.527975
FAM91A1	43000341.7850982	25509534.8754297
DCAF13	6774411688.69863	17231871.1335741
MYL12B	824666519.24952	212062310.718014
HEATR6	4428419.02723641	62322157.7551796
KIF2A	493557685.955079	32847180.4836022
XPR1	33638874.4765854	39574563.4199607
USP8	33533558.2181717	38807738.7744163
BICD1	107549518.014097	20996281.5663333
IGF1R	36372644.2546479	46014916.4517475
OAS1	124152643.262733	0
PFDN1	3747344.60587444	917049318.394712
CKB	48400478.1755499	51160603.0565241
ARHGAP26	507944827.525238	179823000.417494
ADD3	60514168.9049179	101051836.689425
MAD2L1	311463371.560555	37747787.9289026
ADSS2	39465515.5392596	0
UHRF2	125972201.941151	37682796.4877769
RPL36A	20582283.4472642	155520615.710997
PRKCD	0	139556698.656253
PRIM2	23692730.5268639	127698192.571079
HIVEP1	336725527.910635	0
CHMP7	409233111.87014	37615432.6021757
FBXO22	7778400.91585374	140755163.482681
ETS1	1312081588.54766	35213212.4645504
SMNDC1	6392955.47833843	610404028.739943
GSTM4	301877262.835673	6582798.68707593
MTCH2	0	268616713.535605
ASTN1	384518893.050665	60551342.3764005
SYTL2	824600396.083898	0
GALNT7	0	116971043.599773
KMT2E	236225805.236232	48092214.766346
PCDHB5	76581706.1767997	166099716.771313
PIP4K2A	140740659.523861	151101887.71406
RDH11	26250879.6093526	169620640.715346
TMED3	88100650.6116318	2038429867.33023
PSMA5	1637859.53475847	329246741.960354
STK11IP	35783988.2327215	124858987.269834
GATAD2B	889009471.821408	1380352.51293926
YWHAQ	2745717.00270542	1354457.36359238
SKAP2	3415256141.96277	80584317.5472229
ARMT1	285940765.264305	32851124.1885321
BAZ2B	218584831.474114	2021393.13626955
RIPK1	20819975.3610361	195715353.63282
DHX30	431324.369692686	267229851.582317
CCDC25	4986394.90479639	250791565.30877
TIA1	106007929.202062	5840777.79351417
ORC2	2920820.26061697	186285110.676496
RPL7L1	0	241469901.012533
GPKOW	325265352.833433	260145832.567711
SLC1A4	32236312.499034	126824629.498062
STK17B	25019055.7515833	1462313.01077631
FTO	0	178983561.845307
KRT74	0	0
FZD1	5745837.15897629	84660506.7181029
SF3A1	11194666.9644205	34828501.49425
DNAJC21	31849859.3908455	1668095164.08233
S100A11	3376649.28821428	49695367.3373243
ERCC4	3138564.5440327	38432834.6652509
THBS1	396029264.975945	178953694.638623
PEA15	27938406.0834178	153023003.047235
LAP3	34609386.0432813	41840323.7562991
EDEM3	1432142877.28589	38078557.2534999
TRAPPC13	51947608.9813688	16331072.5269638
FNBP1L	29201542.3319575	82696295.0281847
CARMIL1	260417.082870596	24103571.9405325
PPP2R5E	0	49063426.0507476
HMGXB3	25348027.6095167	84106802.013834
KLHL12	81449428.906075	588541817.0689
SSBP4	60446168.7278175	14792486.9180681
BHLHE41	74215692.9132135	1573812443.35706
DAB2	770769805.613571	59602495.4194231
IQSEC1	22979533.1009503	10688398.7649452
EGLN3	128825816.97029	22518435.0491836
TOMM70	11451793.6561145	87351191.1299099
CERCAM	120800110.68746	226681995.605299
URGCP	83648770.4381211	53257526.3694476
LRRC41	223730156.396461	96089538.6850338
AASDHPPT	115522199.166018	65281452.027596
TPM1	2821559.3950738	64367060.101463
SOX9	3818182924.88942	15130029.6496906
SRGAP2C	0	0
MAP2K1	95286438.9548976	314155183.194782
YPEL5	36721402.653807	271259746.783657
TMCO6	8783975.7501395	137621882.155766
NAMPT	503744262.102195	4445568.07063758
ITCH	412562616.062764	25497224.742801
TNKS2	70043661.6550621	8264914.94478865
TSR1	33723957.4695938	244902514.5389
PEPD	22280639.3729741	119864543.489263
STIM2	119940931.794158	23266367.428285
HAUS4	0	601991805.633746
SUCO	63310543.3082719	298839914.98207
ARPC3	111459895.879483	119823223.428203
SF3B4	198499220.305907	579386414.063697
ZC3H7B	293221861.146263	13158002.4136234
EIF2B2	33755409.2886414	246358379.489018
ATP2C1	0	255076603.003209
ZHX3	6579078.06657635	202779253.335307
PAPSS1	7778912.99870521	298600345.606774
SQLE	0	213607604.468942
NDUFA12	3942990.28987999	274614837.983628
MICB	542407518.732161	18515143.1053126
GLYR1	102652212.669295	330630120.061098
ABR	27149509.1511087	30208700.4337368
SESN2	0	9818426.85005945
CAPZA1	91718691.6454736	177697692.136594
SEC13	697961542.899472	321344175.966412
NPRL3	71621089.3688041	86565827.2806499
PLXNA1	196120303.791188	1803090.58361546
ERCC3	142224327.639596	194641375.278472
ATP9A	16895405.7014929	50219589.534393
ATRX	189877260.207307	78917624.4028549
BTAF1	40517215.6619228	581432633.104129
MMS22L	0	37652221.2724154
ZFHX3	111744799.879111	2117336.49916591
SHROOM3	166860477.960104	4464997.09700225
TLE1	3692959.04077563	0
PELO	1816911.95308217	248874790.531345
TRIM56	302841074.613242	120472203.986957
SNX8	24736149.4819033	107925200.428956
USP39	16147919.0122665	421923822.365451
ATG3	3490165.04804711	52871467.3151551
CEP295	274557986.135661	58239191.2490492
AGTPBP1	445396645.926928	88316363.7671828
ANAPC4	483280416.805191	42913024.2695411
MAGEA8	6618839.94170848	10267937.7904259
CYLD	0	3145550.76742577
TRAP1	26676569.6189189	63030916.8102763
ATP6V1H	11953319.6366231	99522115.5446615
POLK	451999786.265131	203577397.703999
STRN4	888830857.936612	96122098.6700086
NEK9	7768967.49817838	97190602.3285547
GLI3	901902900.414712	31732583.4131718
SRSF3	312331119.738923	244937722.807255
BRAP	52004059.5777053	10475536.7822126
UBLCP1	98044628.8419379	293119483.641319
CDK4	15541371.077595	167970436.221152
PAM	915062551.16402	20737452.5619624
C15orf39	1631042600.64386	24789178.7409007
KLHL28	40992891.5111815	41691126.8178455
CDK17	126011246.296604	27569504.6387067
CCDC47	0	149525066.213837
ZBTB40	64632682.8576178	234389321.702699
BAZ1A	23954478.4884384	18956157.8224158
CCNB3	0	143515119.390941
APOL1	262901079.757057	2734812455.61384
SRSF1	0	7798498.60536206
PSMB7	48753432.4704278	100845235.98855
CPNE1	399893841.941688	6321786.23073216
NUB1	46532294.2877283	200800099.056588
DHX32	24991866.1129032	25308314.0574834
RANGAP1	36267014.5593002	1187373252.00082
0	72689238.9834219	63185151.8363534
SOS2	6690822.15178922	20891797.0678512
ISG15	104967896.063041	24278977.8328041
POR	15114489.2552951	96059709.0754722
EIF2AK3	853251549.564769	305591378.912702
DOP1B	172836164.535743	56146582.3910043
PRKAA2	3460377.79244032	22284915.5636276
TUBG1	23978777.0604723	460097673.885944
MTMR4	19257215.1221771	62678827.0930255
TNK2	12582391.8927849	64221338.6489862
TMSB4X	28866766.8645823	87249822.8021802
NAA35	2416248341.07491	107024779.084315
PLEKHG4	46965815.0616104	2634092.01692015
NCOA3	50588895.4440259	16240478.5779493
WDR62	16500591.5057544	155596979.376772
CCND3	606556817.66804	14722414.6368972
0	4584344.78124444	5872452.92446092
ATP2B1	13770854.5230512	338443703.553116
CEBPB	1399145905.99435	66114790.2812255
ZFC3H1	35944656.4353976	66375991.4480102
POLR1C	235174731.625523	271312573.518295
BTBD1	3138842.96805978	1321400864.267
DUS3L	54181628.8943903	116552174.583329
STYXL1	53717710.6466248	321923574.238022
ZMIZ2	136673213.685968	105415121.207627
ATP6V1B2	362865930.14796	33628195.774488
PRKD3	79103797.6060248	18200646.6004436
PARP10	67982170.9064056	83261123.3634712
EPHA2	110509615.755239	13128862.8351976
MX1	3096614.16466262	5587268.99235541
HJURP	483954261.662537	6611851.20474732
LLGL2	162151283.448844	405015.857967045
IDE	3748596.16538938	159220698.420109
SYNRG	62557303.2385241	37097180.0814492
NDUFA13	32333266.0307328	1970021920.66178
LEMD3	199323357.910069	21517055.8847962
FNBP1	2650769.96430347	4462464.11212381
PIK3C3	8490654.46054914	34546911.9231851
DNAJC1	69825744.3033841	21644764.6448517
FEM1C	12423963.5294058	94112061.7529429
PKN3	131663310.938008	217280380.876189
APOL2	6681920.09871138	296608539.080029
TOR1AIP2	4511422.94642345	317536735.267561
ULK1	3633068.74551656	68439224.5349179
LIN9	25011469.9635221	40861842.4244864
RABGAP1L	389378532.888156	19779317.7549952
PSME2	31101504.9388726	132682609.175306
MAGEA6	0	52269108.331104
RABAC1	1306065509.82227	64022618.8215497
ANTXR1	10953756.3849192	91996573.5630291
THOP1	33383215.1739406	5740471.00872185
SEH1L	46278648.5475533	611260933.594169
SMCR8	143401043.670499	141904571.434165
GPRASP2	117655226.043182	2645214.50650741
DLGAP5	14609264.5009277	149101347.171257
FBH1	0	306499091.209421
ANAPC5	4416487.15811335	41404567.3362233
PSMC3	59335559.0038199	78193040.5859667
GPC1	24173946.3543493	1402371565.24497
PBK	21597924.4460231	206418597.145169
PRKAG2	6715325.57993045	178039355.922512
PDLIM7	1536369136.2177	16468248.0133767
ANGPT1	707891.194910295	6876960.36635516
SSBP3	4412950.17238769	416128715.626718
MAN2B2	37247788.2380089	40406203.0239986
TNIK	11086091.613012	0
YWHAE	10053436.2134587	6572666.82862252
DNAJC16	4667259.58686399	222529237.019474
IRF2BPL	8518945.77189662	102812204.18778
RBM19	6709670.31064794	275966292.163521
H2BC20P	1428842.69232533	38198039.1472266
CC2D2A	11452864.2074061	118599053.848615
SLC7A5	1199989346.50786	10580638.3631535
TMEM43	55193445.8329145	89493587.1684875
FSCN1	802133923.672452	4218372.2223532
UTP25	37068688.3250717	9292532.43816051
CEP89	75345696.200831	38460973.8216544
PPP2R2D	666104.606082832	20581381.0178318
RASA4B	6315825.52391325	136035951.007037
MIDN	9266073607.06889	0
DEPP1	3675832343.81999	8912121.44874962
DIDO1	270462898.525183	62776513.7318238
TUBGCP6	40859366.3853604	83646397.0101617
RFC4	64266540.7403268	276653544.813849
RECQL	47985685.5972694	47199943.8778149
NDUFA6	192333935.720297	215534906.333947
GRK3	16415364.8544451	15993087.5796816
RPRD2	47793152.4476293	61713708.7185979
MTSS2	60188124.0456203	81440755.6252859
IFIH1	261866740.470509	0
DYM	145708423.260975	34317096.4687558
MTM1	80472607.8627826	0
NFYC	62379958.748084	135250543.90868
NCOA6	161631365.533155	1725879.64666364
PAN2	237840264.433155	39111668.5763346
MCC	966456657.62946	0
RICTOR	191530057.126047	25579416.0393365
EPS15L1	70045373.6331915	161803963.65811
SETD3	40685809.7816084	71544509.1571212
TEAD1	2174894.0671182	85371554.2837029
KLHL24	6647015.69702126	2563242088.057
FLYWCH1	1055121663.17373	46086277.5447457
FKBP3	288362289.106243	28410598.8640609
BRD2	281241622.683215	8745714.66452551
ABCA2	5731954.99235458	70584784.5507656
0	0	40388703.2895554
URB2	34183377.2999781	282795683.607632
ZNF622	315129461.81505	153896088.874828
LRWD1	179090547.28162	248104095.257814
ZCCHC4	130686250.847666	0
CBLB	22259955.4977039	508616366.534387
ZPR1	107810483.383626	1031556868.98918
SQSTM1	39077912.8697508	625717485.711308
INTS3	2743154.00839682	24364599.9711388
C14orf119	16413468.8210897	15299915643.646
TP53BP2	593225698.623345	27537983.7908586
CEP120	28228665.9537178	76525513.8860394
BICC1	90163938.325353	17815035.36696
CIB1	56084303.266613	1297378998.70642
AMZ2	78170015.7788005	193674846.387467
HDAC5	1390786900.24995	16584832.1813411
NIPSNAP1	59483746.2747466	52117744.3488027
SELENON	88516617.1318727	186589359.519031
DHX35	481355536.525098	4935782.37358696
GTF2F2	580637014.361508	417513353.534994
IL32	1887469.53805248	308693.256236378
MAP3K7	25160637.8776324	6382807.48210727
HARS1	4703738.13254114	59585203.2674773
PHC3	29856403.5452193	3985673.42049004
INTS10	3898085.01992249	35671584.8211228
CAMTA2	14629712.1659438	44820568.2042602
SMCHD1	30087550.8817222	102488136.355574
NFKBIZ	90965408.5784795	7051142.23042284
RPL31	165696626.128868	2611760271.64869
SESN3	0	10812203.5310412
SRF	82127643.355003	100104383.224857
GADD45B	3066136.9072037	389306295.804107
XYLT1	110840842.824695	1272407.54668615
CEP57L1	25420871.521747	211928226.766027
ADIPOR1	1416919057.38951	157933940.93168
AHR	280507777.645954	2014806.83159688
C5orf34	1568965.82105623	864288850.688144
SLC25A6	5497499.92514231	9813852.53000834
P3H4	1497120.12432043	10139866.522801
RASA4	0	0
PGD	20308115.0193082	29744925.9698738
GALK2	5866859.06669402	115687131.603576
PIP4K2B	0	0
DALRD3	68547723.251985	13515696.8069635
0	7344681.69266027	62301072.6188331
PINK1	68050279.0459844	87126482.3055006
CNN2	96435823.7123647	27312916.7127637
HNRNPUL2	674028849.768213	232216957.131741
ERRFI1	4681160014.86975	340583453.284964
P3H2	492026946.111965	433420474.961523
ZNF281	289526792.475079	56762050.0434779
IFITM3	135166132.116912	13222710.304481
NCKAP1L	7364532.44815653	193330143.072019
COMMD10	290983370.111202	3330793989.13309
DDX6	4878148.85907851	129917970.796759
NCKIPSD	17887595.3361094	114436302.58795
SP100	40256759.8806788	162964099.450816
AP2M1	0	1321443557.69672
MARF1	15444327.3331865	62984969.0561697
RBBP6	336519515.927156	21857376.0133677
KDM4B	1043897786.52267	65294579.5043082
VCAN	673227075.287308	7784030.08733034
NELFB	21128185.9731888	41201297.3131573
RRAGC	47886358.9240202	191464420.496958
TRMT6	467033008.827448	45399582.4906148
TPP2	102607875.722277	796496999.325792
CNOT10	14779952.9245554	897731.357733955
R3HDM1	67429003.1532977	10387766.5035976
UBE2O	50812766.3384366	867731297.370519
AFG3L2	0	100237644.608228
KIF23	75137795.0463494	127571033.921565
CEP44	493382.264830432	21221463.6758861
RBM5	189182643.515024	92843703.2648317
SCLT1	3173427.80547943	39029604.8372342
APPL2	3765889.42515656	119223832.924312
PANK2	7708344.13131084	219553358.210204
METTL5	19084225.4508343	409938684.585462
DNAH6	0	45709824.3041048
RAP1GDS1	3995137.6465024	89979517.629622
MAP2K7	88330246.2093589	399868894.668044
PHYH	25494079.1861565	173843673.927465
SRGAP2	74603601.2937205	337627856.402092
NOC3L	7795796.16725724	65405992.933934
CUL5	26127234.4827654	24367660.3333797
0	154691620.972758	3436742008.85124
GNL3	152988312.80563	67578810.5127489
SAT2	147455907.173284	147624246.739058
DUSP6	223266367.454505	7741865.43584506
ALAS1	29650649.7233195	0
AFF3	135043837.474057	4024491.2086465
RBMS1	14753903.7034981	65813347.8661629
PLIN3	3341728.03457809	129507761.789691
BAIAP2	5195885.84822422	197023880.379927
ACSL5	1050265.02106707	73774801.4504425
PANX1	18914777.6230397	58250851.9666588
MANBA	6769621.13686863	1127653.96877049
UGCG	15840731.8773438	62082738.2715055
PER1	108511149.350653	64589376.6581772
DNM1	649829.559264747	65672853.5826765
FBLIM1	34102782.0109621	2197717.77093872
YIF1B	23529335.2376747	114012640.276554
ADAM17	14400341.6380356	915270289.293877
SFSWAP	0	69370570.8915452
FCSK	39712709.2323522	134736487.174752
RNF214	46896148.418399	129701056.456717
GET4	7369647.3835188	106326146.406733
FBXO3	96139279.286222	7777112.02070552
MEF2C	0	645764861.985544
CAPN1	0	9850242.00112663
ZNF318	58150307.7394461	47886152.6362806
RAPGEF2	136264054.867986	19936871.7424857
ERLEC1	351400381.830927	162701880.225301
MAD1L1	147868496.777636	7743285.22136503
NDUFB5	285321386.372916	137629170.465097
SLC67A1	236532507.62443	49049729.5003623
0	51276139.2110039	239719247.456623
0	2945085.12872595	3439652.09451337
TOX4	186804141.735881	144219278.920569
NR1D1	82272155.3958925	53606472.2313325
0	9787994.81567257	540340.291048813
CDC16	4494676.19285895	65630320.774433
IFT74	118586866.264389	98313683.2118527
TTLL7	0	17059789.1385503
MYO9A	57740578.3251388	16803933.2409397
ADAM9	415702407.152945	1101393.68835006
TTC14	538705641.233019	14201434.9683446
